,post_id,num_beds,num_baths,price,sqft,houseType,rentPeriod,parking,laundry,pets,smoking,air conditioning,wheelchair accessible,EV charging,furnished,lat,lon,tfidf_words
1365,7459034023,1,1,2468.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'outdoor', 'vdmvs2y5', 'luxe', 'pointe']"
1366,7459034846,2,2,2875.0,800,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.743893,-117.253123,"['elancocopalms', '875', 'su', '5gvk6h', 'ztz6j7']"
1367,7459035070,1,1,2606.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'patioresident', 'accessvirtual', 'os6l2tvf', 'seatingrelaxing']"
1368,7459035423,2,2,3220.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['fashion', 'valley', 'sustainable', 'residents', 'amc']"
1369,7459035947,1,1,2468.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['onsite', 'ejul2qlu', 'pointe', 'in', 'flooringcommunity']"
1370,7459037138,1,1,1980.0,-1,apartment,rent period: monthly,street parking,laundry on site,cats are OK - purrr,,,,,,32.78219290250441,-117.16909573120324,"['applianc', 'seats', 'wanting', 'enjoyment', 'maintained']"
1371,7459037186,1,1,2714.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['onsite', 'moving', 'cbdazyfp', 'luxe', 'flexible']"
1372,7459038456,2,1,3051.0,850,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['arearesident', 'pooleco', 'maintenancelandscaped', 'feeseparate', 'wya23iex']"
1373,7459038549,1,1,2475.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74183622653763,-117.25114726595292,"['ocean', 'lofts', 'elan', 'pier', 'beach']"
1374,7459039854,3,2,3742.0,1050,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'uljgmkfd', 'flexible', 'pointe', 'announcementscall']"
1375,7459048859,1,1,2500.0,-1,condo,rent period: monthly,off-street parking,w/d in unit,cats are OK - purrr,,air conditioning,,,,37.1416906,-120.4657196,"['loca', 'bed', 'brand', 'everything', 'hillcrest']"
1376,7459054501,1,1,2345.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74455,-117.252093,"['elan', 'plaza', 'elantheplaza', 'pier', 'beach']"
1377,7459065516,3,2,4200.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1378,7459081284,2,2,2766.0,1027,apartment,rent period: monthly,off-street parking,laundry on site,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['mira', 'mesa', 'ruiz', 'casas', 'okay']"
1379,7459087725,1,1,2575.0,-1,,,,,,,,,,,,,"['nobel', 'dr', 'take', 'right', 'court']"
1380,7459087812,1,1,2739.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', '5tuxdblp', 'balcony', 'patio', 'wheelchair']"
1381,7459089304,1,1,2670.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'roomcourtyardresident', '5cb5m36d']"
1382,7459089618,1,1,2905.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.8277107,-117.1407422,"['luxe', 'vive', 'sky', '126', 'ynop2ybsqel7']"
1383,7459090862,2,1.5,3405.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.8277107,-117.1407422,"['luxe', 'vive', 'sky', '46k521equal', '0x0vpn8eeky']"
1384,7459092191,2,2,3700.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,34.0443741,-117.3200378,"['society', 'ensuite', 'coat', 'pet', '610']"
1385,7459092687,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1386,7459097185,1,1,2600.0,-1,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,air conditioning,,,,34.06059367346939,-118.3104412244898,"['pointe', 'bay', 'apartments', 'xzjr7jztbtfh', 'y98127']"
1387,7459097519,2,2,3399.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,32.8277107,-117.1407422,"['luxe', 'vive', 'lifestyle', 'destination', 'ultimate']"
1388,7459101663,1,1,2240.0,-1,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,air conditioning,,,,,,"['nimitz', '4z6r8iequal', '7s7iwujt9k4', '31or', 'pointe']"
1389,7459106486,2,2,3800.0,850,apartment,rent period: monthly,off-street parking,laundry on site,,no smoking,,,,,32.79274827985103,-117.24595396549984,"['locked', 'walked', 'removal', 'drawers', 'shed']"
1390,7459118131,1,1,3200.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
1391,7459123222,1,1,2961.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'hilltop', 'moroccan', 'winding']"
1392,7459123249,2,2,3045.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'trainer24', 't2lmm6p2']"
1393,7459124288,2,1,3150.0,-1,condo,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749734,-117.230652,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1394,7459124901,2,2,4350.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
1395,7459125398,2,1,3150.0,-1,condo,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749734,-117.230652,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1396,7459125832,2,1.5,3160.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
1397,7459126464,2,1,3090.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
1398,7459127665,2,1,3150.0,-1,condo,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749734,-117.230652,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1399,7459127878,2,2,3600.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'whkqjofu', 'kitchencentral', 'garagebicycle']"
1400,7459127891,2,1.5,3085.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
1401,7459128095,2,2,3750.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['79or', '79', 'regents', 'jolla', 'la']"
1402,7459130547,2,2,3145.0,-1,apartment,,carport,w/d in unit,,,,,,,32.77490895,-117.14184597426755,"['rio', 'promenade', 'vista', 'hr', 'online']"
1403,7459133635,3,2,2250.0,1120,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,,,,furnished,46.3144754,11.0480288,"['remodelled', 'usd', 'rental', 'utilities', 'rooftop']"
1404,7459134754,3,1,5000.0,1400,house,,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['birdrock', 'bdr', 'charmer', 'eucalyptus', 'could']"
1405,7459139448,1,1,2675.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['blue', 'per', 'gcyowwlq', 'storagestainless', 'clubhousedog']"
1406,7459146932,2,2,3379.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'qso6rv35', 'llip', 'progran', 'handrails']"
1407,7459148801,2,2,3375.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'leasemass', 'friendlyrecyclingshort']"
1408,7459154400,2,1,3150.0,-1,condo,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749734,-117.230652,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1409,7459156663,2,1,3150.0,-1,condo,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.750067,-117.230363,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1410,7459157750,2,1,3150.0,-1,apartment,rent period: yearly,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749734,-117.230652,"['mentone', '3150', '4303', 'heaters', 'responsive']"
1411,7459161178,2,2,3253.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['l6m4vels', 'west', 'stationsfully', 'wallmedia', 'seatingthree']"
1412,7459162074,1,1,2743.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['loungedishwasherin', '3tcdtthr', 'west', 'bills9', 'dryerroof']"
1413,7459162626,2,2,3457.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['mobaizij', 'tvsdishwasher10', 'shalf', 'loopbocce', 'fireplacesopen']"
1414,7459163506,2,2,3253.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['garagemicrowaveconference', 'fm75pbdq', 'ceilingsthree', 'sdog', 'roomelectric']"
1415,7459169037,2,2,3483.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['x6us2qav', 'entryfully', 'dishwasherhardwood', 'west', 'stations9']"
1416,7459169815,2,2,3656.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['sg6kjgky', 'stationsmicrowaveroof', 'loopopen', 'dishwasherhalf', 'bathsquartz']"
1417,7459171511,2,2,3483.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['balconyconference', '26mibste', 'ceilingsmicrowaveelectric', 'kitchenmedia', 'entryclub']"
1418,7459174655,2,2,3483.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['2n4esgxk', 'west', 'tvshalf', 'appliancescustom', 'billsmicrowavebocce']"
1419,7459175267,1,1,2751.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['rejfzycy', 'entryelectric', 'centerconference', 'courtcontrolled', 'senergy']"
1420,7459175897,2,2,3483.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['entrydishwasherhalf', 'oegqtya6', 'seatingroof', 'scall', 'roommulti']"
1421,7459176546,2,2,3195.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'appliancescarpetceiling', 'igpyktml', 'poolwalking']"
1422,7459177179,1,1,2751.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['tablefully', 'loopbbq', 'kovxnzxu', 'court9', 'areafit']"
1423,7459177868,2,2,3483.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['seatingdishwashercall', '4qqpoogg', 'stationsarcade', 'shardwood', 'tablecustom']"
1424,7459192172,2,1.5,3160.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
1425,7459193834,2,2,4550.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'winding', 'hilltop', 'moroccan']"
1426,7459197689,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'syo5yjvu', 'conditioner', 'arrivemissionvalley', 'urbane']"
1427,7459204318,3,2,4169.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'winding', 'moroccan', 'hilltop']"
1428,7459208410,1,1,2795.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['select', 'available', 'homes', 'mission', '92109pricing']"
1429,7459209591,2,2,3081.0,1055,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,32.80958559650444,-117.14264775468918,"['months', 'notes', 'corsair', 'olympus', '25lb']"
1430,7459210003,3,2,4855.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'moroccan', 'winding', 'hilltop']"
1431,7459210616,1,1,2795.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['select', 'bay', 'available', 'homes', 'mission']"
1432,7459212237,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1433,7459212746,2,2,3400.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1434,7459213130,2,2,2425.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,,,,,,32.905282511679005,-117.11851033409296,"['parklane', 'miles', 'everyone', 'something', 'school']"
1435,7459213601,1,1,2795.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['bay', 'select', 'homes', 'available', 'mission']"
1436,7459220440,1,1,3400.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
1437,7459224824,1,1,2510.0,-1,,,,,,,,,,,,,"['nobel', 'dr', 'take', 'right', 'court']"
1438,7459228873,3,2,4000.0,-1,townhouse,rent period: monthly,carport,w/d in unit,,no smoking,air conditioning,,,furnished,46.3144754,11.0480288,"['smart', 'chandeliers', 'succeed', 'occupy', 'intro']"
1439,7459229371,1,1,2500.0,-1,,,,,,,,,,,46.3144754,11.0480288,"['accross', 'neat', 'vegetation', 'stair', 'considerate']"
1440,7459234804,2,2,3376.0,-1,apartment,,carport,w/d in unit,,,,,,,32.77490895,-117.14184597426755,"['rio', 'promenade', 'vista', 'hr', 'online']"
1441,7459235626,1,1,2650.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'fansdishwasherplank', 'yhcnlugq', 'systembuilt']"
1442,7459236018,1,1,2390.0,600,apartment,,carport,laundry in bldg,cats are OK - purrr,,air conditioning,,,,,,"['gables', '00pm', '00am', 'loma', 'point']"
1443,7459246195,1,1,2401.0,600,apartment,,carport,laundry in bldg,cats are OK - purrr,,air conditioning,,,,,,"['gables', '00pm', '00am', 'loma', 'point']"
1444,7459246370,2,2,4195.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,,,,,,"['new', 'everything', 'beach', 'bathroom', 'mile']"
1445,7459255493,3,2,3300.0,-1,house,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['first', 'sorrento', 'machine', 'artificial', 'turf']"
1446,7459257367,1,1,2120.0,665,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.80667453168371,-117.15458551161032,"['month', 'sushi', 'vista', 'remm', 'restriction']"
1447,7459257609,1,1,2120.0,665,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.80667453168371,-117.15458551161032,"['month', 'vista', 'restriction', 'closetscurrently', 'mesa']"
1448,7459282538,1,2,8900.0,-1,condo,rent period: yearly,detached garage,no laundry on site,cats are OK - purrr,,,,,,,,"['condo', 'surf', 'ocean', 'entrance', 'class']"
1449,7459358386,1,1,2500.0,500,house,rent period: monthly,attached garage,w/d in unit,,,,,,,32.797506,-117.238567,"['fold', 'backyar', 'leather', 'pace', 'comfy']"
1450,7459366774,2,1,2495.0,-1,condo,rent period: monthly,attached garage,w/d in unit,cats are OK - purrr,,,,,,46.1709267,-64.3272013,"['remodeled', '2495', 'gelson', 'beach', 'wo']"
1451,7459387539,1,1,3000.0,-1,apartment,rent period: monthly,off-street parking,laundry on site,cats are OK - purrr,no smoking,,wheelchair accessible,EV charging,furnished,,,"['stay', 'tax', 'rate', 'per', 'errors']"
1452,7459393622,1,1,2795.0,-1,apartment,,off-street parking,laundry on site,,no smoking,,,,,32.802658,-117.221439,"['bay', 'homes', 'mission', 'gaslamp', 'select']"
1453,7459413709,1,1,3000.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1454,7459420729,2,2,3595.0,-1,apartment,,off-street parking,w/d in unit,,,,,,,,,"['driftwood', 'crown', '6p5967', 'vhhvem9efj', '53']"
1455,7459424692,2,2,3475.0,-1,apartment,,no parking,w/d in unit,cats are OK - purrr,no smoking,,,EV charging,,32.8705071,-117.2021481,"['9114050', 'giant', 'villasofrenaissance', '5280', 'renaissance']"
1456,7459431927,1,1,2520.0,620,,,,,,,,,,,,,"['square', 'village', 'r70o8g', 'ldoqj4sgaguo', 'close']"
1457,7459433562,2,2.5,3690.0,-1,apartment,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['fashion', 'valley', 'sustainable', 'residents', 'amc']"
1458,7459437903,2,1.5,2985.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
1459,7459438277,2,1,2940.0,-1,apartment,,detached garage,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
1460,7459438880,2,1.5,2910.0,-1,apartment,,street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
1461,7459439395,2,2,3150.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,46.3144754,11.0480288,"['fashion', 'valley', 'sustainable', 'residents', 'amc']"
1462,7459440458,1,1,2520.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['nobel', 'dr', 'take', 'right', 'court']"
1463,7459446214,2,2,2630.0,954,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['rentmesavillage', 'utm_knock', 'major', 'cl', 'mesa']"
1464,7459449995,1,1,2961.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'winding', 'hilltop', 'moroccan']"
1465,7459450715,1,1,2578.0,-1,apartment,,carport,w/d in unit,,,,,,,32.77490895,-117.14184597426755,"['rio', 'promenade', 'vista', 'hr', 'online']"
1466,7459450808,1,1,2965.0,-1,apartment,,no parking,w/d in unit,cats are OK - purrr,,,,,,32.918793240690206,-117.22726916150764,"['vapor', 'hills', '9114312', 'committed', 'torrey']"
1467,7459451821,2,2,3517.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.866393,-117.219113,"['regents', '6pm', '9am', 'court', 'tubs']"
1468,7459452467,2,2,3200.0,-1,apartment,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['fashion', 'valley', 'sustainable', 'residents', 'amc']"
1469,7459452554,1,1,3200.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,air conditioning,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
1470,7459453328,2,2,4050.0,-1,apartment,,off-street parking,w/d in unit,,no smoking,,wheelchair accessible,EV charging,,32.870409570323474,-117.21614882371011,"['costa', 'verde', 'towers', 'pm', 'offering']"
1471,7459454292,1,1,2739.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', '3jveq6sf', 'hour', '24', 'after']"
1472,7459456923,1,1,2500.0,691,house,rent period: monthly,attached garage,w/d in unit,,,,,,,,,"['wont', 'uc', 'remodel', 'furnishings', 'new']"
1473,7459458494,2,2,3825.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,46.3144754,11.0480288,"['lounge', 'bar', 'hilltop', 'moroccan', 'winding']"
1474,7459458616,1,1,2777.0,-1,,,,,,,,,,,32.76644356734135,-117.15829857207834,"['treats', 'metro', '1um000equal', 'tkj1dsl0m', 'units']"
1475,7459465474,1,1,3695.0,770,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,,32.970103,-117.267736,"['mar', '695', 'del', '5cg43y', 'started']"
1476,7459466476,1,1,3695.0,770,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,,32.970103,-117.267736,"['mar', '695', 'del', '7s6r3t', 'deals']"
1477,7459466902,1,1,3695.0,770,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,,,,,32.970103,-117.267736,"['mar', '695', 'del', 'xbbtpt', 'started']"
1478,7459473682,1,1,1500.0,700,house,rent period: monthly,attached garage,w/d in unit,,,,,,,32.907981,-117.131065,"['new', 'table', 'old', 'years', 'condition']"
1479,7459475674,1,1,3240.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'features', 'managed', 'acceptance', 'coat']"
1480,7459476221,3,2,4140.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'adjacent', 'sol', 'holland', 'hollandresidential']"
1481,7459477657,1,1,3420.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', '9114349', 'adjacent', '610', 'hollandresidential']"
1482,7459478008,2,2,2100.0,-1,apartment,rent period: monthly,off-street parking,laundry on site,,no smoking,,,,,46.3144754,11.0480288,"['adults', 'credit', 'pain', 'cleaned', 'quiet']"
1483,7459485418,2,2.5,3990.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,,no smoking,,,,,38.42906759859345,-122.7081036229268,"['prop', 'cal', 'paid', 'email', 'grand']"
1484,7459487125,2,2,2800.0,-1,apartment,rent period: yearly,detached garage,laundry on site,cats are OK - purrr,,air conditioning,wheelchair accessible,,,32.922839096801695,-117.16734158070044,"['quick', 'canyon', 'commanding', 'everyday', 'add']"
1485,7459491671,1,1,2576.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,,air conditioning,,,,32.866393,-117.219113,"['regents', '6pm', '9am', 'court', 'tubs']"
1486,7459500839,1,1,3505.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,46.3144754,11.0480288,"['luxe', 'vive', 'lifestyle', 'destination', 'ultimate']"
1487,7459502348,2,2,3500.0,-1,apartment,,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,EV charging,,32.95863740703518,-117.19243461306532,"['carmel', 'avino', 'rd', 'sr', 'highlands']"
1488,7459508317,3,2.5,4500.0,1881,townhouse,rent period: yearly,attached garage,w/d in unit,,no smoking,air conditioning,,,,,,"['frank', 'farazmand', 'broker', 'frankfarazmand', '01099455']"
1489,7459513077,1,1,1995.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,,,,,,46.3144754,11.0480288,"['zoo', 'quick', 'balboa', 'amenties', 'beloved']"
1490,7459516271,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'accepts', 'payments', 'ihf74xaw', 'parcel']"
1491,7459519905,1,1,2743.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'n564ybmg', 'conceptclose']"
1492,7459520583,2,2,3253.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'lawnpackage', 'appliancesbilliards']"
1493,7459525753,2,2,3585.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,34.0443741,-117.3200378,"['society', 'layout', '610', 'sol', 'hollandresidential']"
1494,7459534743,4,3,7950.0,4,condo,,attached garage,w/d in unit,,,,,,,46.3144754,11.0480288,"['5262_vickie', 'ext', 'beach', '92109', 'pacific']"
1495,7459538392,0,1,2297.0,-1,,,,,,,,,,,32.76644356734135,-117.15829857207834,"['treats', 'metro', 'm4ayaypmibi7', '2e70s0equal', 'units']"
1496,7459546588,2,1.5,3160.0,-1,apartment,,street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['palisades', '00', '10', 'loma', 'month']"
1497,7459547013,2,1,3090.0,-1,apartment,,attached garage,laundry on site,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'month', 'allowedincreased', 'adrian']"
1498,7459547860,1,1,2200.0,754,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['mesa', 'village', '00', 'rentmesavillage', 'utm_knock']"
1499,7459547897,2,1.5,3430.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,no smoking,,,,,32.750507,-117.225997,"['palisades', 'loma', 'adrian', 'allowedincreased', 'amount']"
1500,7459555864,1,1,2495.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'wuv37vqu', 'facilitieselevatorwalking', 'gardenpoolcovered']"
1501,7459556183,1,1,3385.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,furnished,46.3144754,11.0480288,"['luxe', 'vive', 'lifestyle', 'destination', 'ultimate']"
1502,7459558492,2,2,3480.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,46.3144754,11.0480288,"['luxe', 'vive', 'lifestyle', 'destination', 'ultimate']"
1503,7459561358,1,1,3295.0,-1,apartment,rent period: monthly,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,46.3144754,11.0480288,"['strauss', 'fifth', 'youtube', '3534', 'chefs']"
1504,7459565263,1,1,2515.0,-1,apartment,rent period: yearly,detached garage,w/d in unit,cats are OK - purrr,,,,,,,,"['nobel', 'dr', 'take', 'right', 'court']"
1505,7459573206,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'mb3f45ra', 'wheelchair', 'private', 'after']"
1506,7459574574,2,2,4145.0,-1,apartment,,detached garage,w/d in unit,,no smoking,,,EV charging,,32.873453600000005,-117.2015889767566,"['360', 'luxury', 'bowling', 'private', 'homes']"
